"統一編號","廠商中文名稱","廠商英文名稱","中文營業地址","英文營業地址"
"00025667","宇緹生技有限公司","Yuti Biotechnology CO., LTD.","高雄市三民區明誠一路593號8樓","8 F., No. 593, Mingcheng 1st Rd., Sanmin Dist., Kaohsiung City 807728, Taiwan (R.O.C.)"
"00027638","上適國際開發有限公司","Sun Seek International Development Limited Company","桃園市大園區領航北路4段372號2樓","2 F., No. 372, Sec. 4, Linghang N. Rd., Dayuan Dist., Taoyuan City 337051, Taiwan (R.O.C.)"
"00028502","麥巍貿易有限公司","MIC WEI CO., LTD.","臺北市內湖區港華街11號5樓","5 F., No. 11, Ganghua St., Neihu Dist., Taipei City 114009, Taiwan (R.O.C.)"
"00029354","禾生醫療器材股份有限公司","Everlife INC.","新北市三重區中正北路193巷35弄37號（1樓）","No. 37, Aly. 35, Ln. 193, Zhongzheng N. Rd., Sanchong Dist., New Taipei City 241026, Taiwan (R.O.C.)"
"00029376","簡單資訊有限公司","Simple Information, Inc.","基隆市安樂區七賢里安和一街二巷18-1號二樓","2 F., No. 18-1, Ln. 2, Anhe 1st St., Qixian Vil., Anle Dist., Keelung City 204012, Taiwan (R.O.C.)"
"00029869","香勳有限公司","QSH BATAM CO., LTD.","彰化縣鹿港鎮東石里鹿工南一路11-12號1樓","1 F., No. 11-12, Lugong S. 1st Rd., Dongshi Vil., Lukang Township, Changhua County 505029, Taiwan (R.O.C.)"
"00030985","茉美生物科技有限公司","Mermaid Co.","臺南市東區新東里裕農路41號1樓","1 F., No. 41, Yunong Rd., Xindong Vil., East Dist., Tainan City 701024, Taiwan (R.O.C.)"
"00031176","德民機電顧問有限公司","Derming MEP Consulting CO., LTD.","臺北市北投區懷德街79號2樓","2 F., No. 79, Huaide St., Beitou Dist., Taipei City 112041, Taiwan (R.O.C.)"
"00031865","瑪爾創作有限公司","Maltive Co., Ltd.","臺北市中山區民生東路2段127巷6號2樓之3","2 F.-3, No. 6, Ln. 127, Sec. 2, Minsheng E. Rd., Zhongshan Dist., Taipei City 104621, Taiwan (R.O.C.)"
"00032034","瑞智應材科技有限公司","R&E Applied Materials Technology LTD.","高雄市鳳山區鎮北北巷18號2樓","2 F., No. 18, Zhenbei N. Ln., Fengshan Dist., Kaohsiung City 830001, Taiwan (R.O.C.)"
"00032230","逸登有限公司","ETern LTD.","新竹縣芎林鄉文昌街廣福巷31號一樓","1 F., No. 31, Guangfu Ln., Wenchang St., Qionglin Township, Hsinchu County 307004, Taiwan (R.O.C.)"
"00032689","木實股份有限公司","MUSHI CO., LTD.","彰化縣鹿港鎮海埔里鹿草路二段151巷2號","No. 2, Ln. 151, Sec. 2, Lucao Rd., Haipu Vil., Lukang Township, Changhua County 505031, Taiwan (R.O.C.)"
"00033863","綱領有限公司","Program International Limited Company","臺北市信義區基隆路1段155號5樓之9","5 F.-9, No. 155, Sec. 1, Keelung Rd., Xinyi Dist., Taipei City 110058, Taiwan (R.O.C.)"
"00033982","台灣蓓蓓股份有限公司","BEBE TAIWAN CO., LTD.","臺北市中山區建國北路2段262號2樓","2 F., No. 262, Sec. 2, Jianguo N. Rd., Zhongshan Dist., Taipei City 104071, Taiwan (R.O.C.)"
"00034390","台蛙遊戲有限公司","Taiwa Games Limited Company","臺南市永康區六合里中華路425號5樓之9","5 F.-9, No. 425, Zhonghua Rd., Liuhe Vil., Yongkang Dist., Tainan City 710039, Taiwan (R.O.C.)"
"00034509","元山銀樓","YOUR SUN JEWELRY GOLD CO.","基隆市仁愛區仁四路36號1樓","1 F., No. 36, Ren 4th Rd., Ren’ai Dist., Keelung City 20048, Taiwan (R.O.C.)"
"00034700","手腦心有限公司","Hand. Brain. Heart CO., LTD.","臺南市東區龍山里東門路2段158巷38號2樓","2 F., No. 38, Ln. 158, Sec. 2, Dongmen Rd., Longshan Vil., East Dist., Tainan City 701037, Taiwan (R.O.C.)"
"00035176","太隆實業股份有限公司","TAILUNG SPECTACLES INDUSTRIAL CO., LTD.","基隆市安樂區基金一路36號","No. 36, Jijin 1st Rd., Anle Dist., Keelung City 204006, Taiwan (R.O.C.)"
"00035779","熾曜有限公司","Chi Yao CO., LTD.","新北市樹林區中華路315號6樓","6 F., No. 315, Zhonghua Rd., Shulin Dist., New Taipei City 238018, Taiwan (R.O.C.)"
"00035807","野飯甜餐飲有限公司","Field Meal Catering Ltd.","臺北市中正區館前路45號1樓","1 F., No. 45, Guanqian Rd., Zhongzheng Dist., Taipei City 100011, Taiwan (R.O.C.)"
"00036806","弘碕貿易有限公司","HONG CHYI TRADE CO., LTD.","屏東縣萬丹鄉四維東路312巷62弄10號","No. 10, Aly. 62, Ln. 312, Siwei E. Rd., Wandan Township, Pingtung County 913007, Taiwan (R.O.C.)"
"00037896","台灣茱莉蔻股份有限公司","Jurlique Taiwan INC.","臺北市中正區忠孝東路1段9號5樓","5 F., No. 9, Sec. 1, Zhongxiao E. Rd., Zhongzheng Dist., Taipei City 100009, Taiwan (R.O.C.)"
"00038001","台繼科技股份有限公司","Taione G Technology Company Limited","臺中市西區藍興里三民路一段116巷5之1號1樓","1 F., No. 5-1, Ln. 116, Sec. 1, Sanmin Rd., Lanxing Vil., West Dist., Taichung City 403027, Taiwan (R.O.C.)"
"00038728","敏睿創意統合有限公司","Minari Brand & Culture Co., Ltd.","臺中市太平區太平里永豐路400巷13之1號1樓","1 F., No. 13-1, Ln. 400, Yongfeng Rd., Taiping Vil., Taiping Dist., Taichung City 411003, Taiwan (R.O.C.)"
"00039727","碩果投資有限公司","Shuoguo Investment Limited Company","屏東縣麟洛鄉成功路22號3樓","3 F., No. 22, Chenggong Rd., Linluo Township, Pingtung County 909142, Taiwan (R.O.C.)"
"00039732","台灣善洋有限公司","TAIWAN SHANYANG CO., LTD.","臺中市南屯區大業里大進街490號10樓之3","10 F.-3, No. 490, Dajin St., Daye Vil., Nantun Dist., Taichung City 408312, Taiwan (R.O.C.)"
"00040647","富傑泰有限公司","Fujetta CO., LTD.","臺中市太平區東和里中和街319巷26弄1號1樓","1 F., No. 1, Aly. 26, Ln. 319, Zhonghe St., Donghe Vil., Taiping Dist., Taichung City 411039, Taiwan (R.O.C.)"
"00040718","寬林事業股份有限公司","KUAN LIN GROUP CO., LTD.","高雄市岡山區岡山路21號5樓","5 F., No. 21, Gangshan Rd., Gangshan Dist., Kaohsiung City 820606, Taiwan (R.O.C.)"
"00040864","臺灣實用創造力有限公司","Applied Creativity Taiwan Co.,Ltd.","臺北市松山區敦化北路122號5樓","5 F., No. 122, Dunhua N. Rd., Songshan Dist., Taipei City 105405, Taiwan (R.O.C.)"
"00041033","鉅瑪國際有限公司","JUMA tuning international Company","臺中市北屯區?子里太和路二段118號","No. 118, Sec. 2, Taihe Rd., Beitun Dist., Taichung City 406055, Taiwan (R.O.C.)"
"00041272","元聖興化工股份有限公司","Yuanshengxing Chemical Co., Ltd","嘉義縣民雄鄉秀林村11鄰溪底寮57號一樓","1 F., No. 57, Xidiliao, 11th Neighborhood, Minxiong Township, Chiayi County 621007, Taiwan (R.O.C.)"
"00041842","米瑞斯特企業有限公司","MEREST ENTERPRISE CO., LTD.","苗栗縣苗栗市國華路50號","No. 50, Guohua Rd., Miaoli City, Miaoli County 360001, Taiwan (R.O.C.)"
"00041907","亞太空中移動股份有限公司","Asia Pacific Air Mobility CO., LTD.","臺北市內湖區洲子街12號2樓","2 F., No. 12, Zhouzi St., Neihu Dist., Taipei City 114064, Taiwan (R.O.C.)"
"00041998","鉑馭有限公司","Zacoe Automobile CO., LTD.","臺北市大安區忠孝東路3段303號2樓之2","2 F.-2, No. 303, Sec. 3, Zhongxiao E. Rd., Da'an Dist., Taipei City 106452, Taiwan (R.O.C.)"
"00042595","英屬開曼群島商智百特股份有限公司台灣分公司","Zettabyte Holdings (Cayman), INC. TAIWAN BRANCH(KY)","臺北市信義區基隆路1段333號12樓","12 F., No. 333, Sec. 1, Keelung Rd., Xinyi Dist., Taipei City 110208, Taiwan (R.O.C.)"
"00043383","捷星貿易有限公司","SUBARU TRADING CO., LTD.","新北市三峽區中華路74之1號","No. 74-1, Zhonghua Rd., Sanxia Dist., New Taipei City 237009, Taiwan (R.O.C.)"
"00044876","鑫躍不動產投資開發股份有限公司","SNOW CULTURAL ESTABLISHMENT LIMITED LIABILITY COMPANY","桃園市中壢區龍德里龍慈路818號","No. 818, Longci Rd., Longde Vil., Zhongli Dist., Taoyuan City 32091, Taiwan (R.O.C.)"
"00045087","俊實地材有限公司","JUN SHI DI CAI CO., LTD.","臺中市西區安龍里民生路197號12樓之7","12 F.-7, No. 197, Minsheng Rd., Anlong Vil., West Dist., Taichung City 403012, Taiwan (R.O.C.)"
"00045431","我的滾滾人生有限公司","RollingLife Company","臺南市仁德區後壁里中正路2段221-13號","No. 221-13, Sec. 2, Zhongzheng Rd., Houbi Vil., Rende Dist., Tainan City 717023, Taiwan (R.O.C.)"
"00045586","台智網科技股份有限公司","TSNet Technology CO., LTD.","臺北市中山區南京西路1之1號6樓","6 F., No. 1-1, Nanjing W. Rd., Zhongshan Dist., Taipei City 104402, Taiwan (R.O.C.)"
"00046121","蕎菲國際股份有限公司","Jovi Sake International CO., LTD.","臺北市內湖區新明路343號8樓","8 F., No. 343, Xinming Rd., Neihu Dist., Taipei City 114031, Taiwan (R.O.C.)"
"00046375","威杰能源股份有限公司","Nexcellent Energy INC.","臺南市永康區?行里正南三路392號","No. 392, Zhengnan 3rd Rd., Yongkang Dist., Tainan City 710007, Taiwan (R.O.C.)"
"00047233","漾澤生技有限公司","Yangze Biotechnology CO., LTD.","臺北市松山區南京東路5段66巷22弄26號","No. 26, Aly. 22, Ln. 66, Sec. 5, Nanjing E. Rd., Songshan Dist., Taipei City 105034, Taiwan (R.O.C.)"
"00047276","帛邑投資有限公司","Boyi Investment CO., LTD.","臺北市中山區南京東路2段140號6樓","6 F., No. 140, Sec. 2, Nanjing E. Rd., Zhongshan Dist., Taipei City 104095, Taiwan (R.O.C.)"
"00047389","舒適生活有限公司","SHUFUQ CO., LTD.","臺北市北投區大同街129號1樓","1 F., No. 129, Datong St., Beitou Dist., Taipei City 112009, Taiwan (R.O.C.)"
"00047711","凱文智創科技有限公司","Kevtron Technology INC.","臺中市西屯區龍潭里環中路三段156號","No. 156, Sec. 3, Huanzhong Rd., Longtan Vil., Xitun Dist., Taichung City 407026, Taiwan (R.O.C.)"
"00048140","佳創新材料科技有限公司","JC New material technology CO., LTD.","臺中市清水區下湳里中山路438號之16","No. 438-16, Zhongshan Rd., Xianan Vil., Qingshui Dist., Taichung City 436032, Taiwan (R.O.C.)"
"00048459","成億國際企業有限公司","Agogo Limited Company","臺北市信義區基隆路1段155號5樓之9","5 F.-9, No. 155, Sec. 1, Keelung Rd., Xinyi Dist., Taipei City 110058, Taiwan (R.O.C.)"
"00049008","艾渼時智科有限公司","AMAZ Wisdom Technology CO., LTD.","臺中市南屯區中和里中和北一巷7號1樓","1 F., No. 7, Zhonghe N. 1st Ln., Zhonghe Vil., Nantun Dist., Taichung City 408001, Taiwan (R.O.C.)"
"00049540","盛璐國際有限公司","Sheng Lu International co., Ltd.","臺北市大安區敦化南路2段207號16樓","16 F., No. 207, Sec. 2, Dunhua S. Rd., Da'an Dist., Taipei City 106428, Taiwan (R.O.C.)"
"00049632","聿翔生物科技股份有限公司","BioSoar Biotechnology CO., LTD.","臺北市信義區福德街300巷2號1樓","1 F., No. 2, Ln. 300, Fude St., Xinyi Dist., Taipei City 110042, Taiwan (R.O.C.)"
"00050237","日樺國際貿易有限公司","SUN RIO TRADING CO., LTD.","桃園市大溪區仁和里埔頂路一段245巷150弄15號","No. 15, Aly. 150, Ln. 245, Sec. 1, Puding Rd., Renhe Vil., Daxi Dist., Taoyuan City 335006, Taiwan (R.O.C.)"
"00050763","鶴氏國際股份有限公司","Hechalou International CO., LTD.","臺北市大安區信義路4段296號15樓","15 F., No. 296, Sec. 4, Xinyi Rd., Da'an Dist., Taipei City 106427, Taiwan (R.O.C.)"
"00051382","昱耀智慧科技有限公司","Yu Yao Wits CO., LTD.","臺南市北區元美里文成路750巷8號1樓","1 F., No. 8, Ln. 750, Wencheng Rd., Yuanmei Vil., North Dist., Tainan City 704026, Taiwan (R.O.C.)"
"00051518","知己數位影像有限公司","Zhiji Digital Imaging Co., Ltd.","桃園市中壢區民族路五段528號六樓","6 F., No. 528, Sec. 5, Minzu Rd., Zhongli Dist., Taoyuan City 320047, Taiwan (R.O.C.)"
"00051828","玩轉寶石有限公司","Flip jewelry CO., LTD.","桃園市八德區介壽路一段30號","No. 30, Sec. 1, Jieshou Rd., Bade Dist., Taoyuan City 334001, Taiwan (R.O.C.)"
"00052452","星林國際股份有限公司","Xinglin International CO., LTD.","臺中市西區公正里大墩十街11號3樓","3 F., No. 11, Dadun 10th St., Gongzheng Vil., West Dist., Taichung City 403026, Taiwan (R.O.C.)"
"00052827","眾聯電子有限公司","OMNIKENO CO., LTD.","新竹縣竹北市嘉豐十路5號5樓之12","5 F.-12, No. 5, Jiafeng 10th Rd., Zhubei City, Hsinchu County 302052, Taiwan (R.O.C.)"
"00053023","吉欐國際股份有限公司","Jilly International CO., LTD.","臺北市信義區忠孝東路5段1號2樓","2 F., No. 1, Sec. 5, Zhongxiao E. Rd., Xinyi Dist., Taipei City 110410, Taiwan (R.O.C.)"
"00053092","台灣沛道克有限公司","PayDocker Taiwan Ltd.","臺北市信義區基隆路1段206號18樓","18 F., No. 206, Sec. 1, Keelung Rd., Xinyi Dist., Taipei City 110058, Taiwan (R.O.C.)"
"00053641","志祐有限公司","JY MATERIAL CO., LTD.","臺中市太平區永平里中平路26巷17弄39號1樓","1 F., No. 39, Aly. 17, Ln. 26, Zhongping Rd., Yongping Vil., Taiping Dist., Taichung City 411027, Taiwan (R.O.C.)"
"00054228","晴川之秘國際有限公司","Seraphic Vista International CO., LTD.","臺北市大安區大安路1段135號1樓","1 F., No. 135, Sec. 1, Da'an Rd., Da'an Dist., Taipei City 106074, Taiwan (R.O.C.)"
"00054331","加茂食品有限公司","JIAMAO FOOD CO., LTD.","臺北市中山區長安東路2段31號3樓之1","3 F.-1, No. 31, Sec. 2, Chang'an E. Rd., Zhongshan Dist., Taipei City 104090, Taiwan (R.O.C.)"
"00054472","荷魯斯之眼有限公司","The eye of Horus CO., LTD.","宜蘭縣蘇澳鎮蘇東里蘇東北路2-72號1樓","1 F., No. 2-72, Sudong N. Rd., Sudong Vil., Su'ao Township, Yilan County 270011, Taiwan (R.O.C.)"
"00056470","靜像設計有限公司","SILENCE AS LTD.","臺中市南區福平里美村路二段124巷72號1樓","1 F., No. 72, Ln. 124, Sec. 2, Meicun Rd., Fuping Vil., South Dist., Taichung City 402027, Taiwan (R.O.C.)"
"00056491","崴捷技術顧問有限公司","WAY-J TECHNICAL CONSULTANT, LLC.","桃園市大溪區一心里中正東路15號5樓","5F., No. 15, Zhongzheng E. Rd., Daxi Dist., Taoyuan City 335016 , Taiwan (R.O.C.)"
"00056513","先鋒行銷有限公司","HSIEN FENG Marketing LTD.","臺中市南區福興里五權南路167號地下一樓之6","B1 F.-6, No. 167, Wuquan S. Rd., Fuxing Vil., South Dist., Taichung City 402011, Taiwan (R.O.C.)"
"00057082","博苓有限公司","BOLING CO., LTD.","彰化縣員林市三多里大勇街11號1樓","1 F., No. 11, Dayong St., Sanduo Vil., Yuanlin City, Changhua County 510010, Taiwan (R.O.C.)"
"00057111","咖啡分子有限公司","Wang Tang Kai CO., LTD.","臺南市安平區安億路138號1樓","1 F., No. 138, Anyi Rd., Anping Dist., Tainan City 708003, Taiwan (R.O.C.)"
"00057609","中華機械鐵工廠","CHUNG HWA MACHINERY WORKS","基隆市中正區中正路一五八號","No. 158, Zhongzheng Rd., Zhongzheng Dist., Keelung City 20248, Taiwan (R.O.C.)"
"00057652","宸侑實業有限公司","CHEN YOU ENTERPRISE CO., LTD.","臺中市大雅區員林里大林路65巷27之6號1樓","1 F., No. 27-6, Ln. 65, Dalin Rd., Yuanlin Vil., Daya Dist., Taichung City 428001, Taiwan (R.O.C.)"
"00057858","第五次元有限公司","Fifth Dimension Agency Co., Ltd.","臺北市信義區忠孝東路5段1之1號11樓","11 F., No. 1-1, Sec. 5, Zhongxiao E. Rd., Xinyi Dist., Taipei City 110410, Taiwan (R.O.C.)"
"00058033","飛翼國際有限公司","Filysoul Ltd.","臺北市松山區南京東路5段70號5樓之2","5 F.-2, No. 70, Sec. 5, Nanjing E. Rd., Songshan Dist., Taipei City 105410, Taiwan (R.O.C.)"
"00058189","雙艸有限公司","D.L. Trading CO., LTD.","臺北市中山區民權西路20號2樓","2 F., No. 20, Minquan W. Rd., Zhongshan Dist., Taipei City 104626, Taiwan (R.O.C.)"
"00058195","湲湲有限公司","Marumau LTD.","新北市板橋區忠孝路154巷22號8樓","8 F., No. 22, Ln. 154, Zhongxiao Rd., Banqiao Dist., New Taipei City 220064, Taiwan (R.O.C.)"
