"統一編號","廠商中文名稱","廠商英文名稱","中文營業地址","英文營業地址"
"30016248","日大交通器材股份有限公司","SUNGROS CORPORATION","臺北市內湖區民權東路6段160號6樓","6 F., No. 160, Sec. 6, Minquan E. Rd., Neihu Dist., Taipei City 114025, Taiwan (R.O.C.)"
"30016633","維和企業有限公司","WEI FO ENTERPRISE CO., LTD","臺北市中山區一江街43之1號1樓","1 F., No. 43-1, Yijiang St., Zhongshan Dist., Taipei City 10457, Taiwan (R.O.C.)"
"30016747","正陽貿易股份有限公司","SUN SHINE TRADING CO., LTD.","臺北市中山區長安東路1段43巷1號1樓","1 F., No. 1, Ln. 43, Sec. 1, Chang’an E. Rd., Zhongshan Dist., Taipei City 10442, Taiwan (R.O.C.)"
"30016958","佛懋企業有限公司","TAIWAN FOREMOST ENTERPRISE CO., LTD.","臺北市松山區光復南路13巷8號1樓","1 F., No. 8, Ln. 13, Guangfu S. Rd., Songshan Dist., Taipei City 10563, Taiwan (R.O.C.)"
"30016985","千松交通器材股份有限公司","CHAMPION SONG ENTERPRISE CO., LTD.","桃園市大園區南港里環區西路266巷12號3樓","3 F., No. 12, Ln. 266, Huanqu W. Rd., Nangang Vil., Dayuan Dist., Taoyuan City 337001, Taiwan (R.O.C.)"
"30019786","群惠實業有限公司","TS SUPPLY CO., LTD.","臺北市大同區承德路3段8巷19號1樓","1 F., No. 19, Ln. 8, Sec. 3, Chengde Rd., Datong Dist., Taipei City 103038, Taiwan (R.O.C.)"
"30019836","群達龍企業股份有限公司","KING DA LONG ENTERPRISE CORP.","新北市泰山區中港西路488號(1樓)","1 F., No. 488, Zhonggang W. Rd., Taishan Dist., New Taipei City 24357, Taiwan (R.O.C.)"
"30020019","大江紡織股份有限公司","TA CHIANG SPINNING CO., LTD.","臺北市大安區仁愛路4段109號15樓","15 F., No. 109, Sec. 4, Ren’ai Rd., Da’an Dist., Taipei City 106430, Taiwan (R.O.C.)"
"30020236","登興實業有限公司","DUCLAS ENTERPRISE CO., LTD.","臺北市大同區承德路3段176巷20號","No. 20, Ln. 176, Sec. 3, Chengde Rd., Datong Dist., Taipei City 10366, Taiwan (R.O.C.)"
"30020593","北一實業有限公司","TAIPEI FIRST ENTERPRISE CO., LTD.","臺北市大同區承德路1段69巷19號1樓","1F., NO. 19, LN. 69, SEC. 1, CHENGDE RD., DATONG DIST., TAIPEI CITY 10351, TAIWAN (R.O.C.)"
"30020741","台灣和光儀器行","TAIWAN HO KWANG INSTRUMENT CO.","臺中市北區金龍里德化街６１號１樓","1 F., No. 61, Dehua St., Jinlong Vil., North Dist., Taichung City 40459, Taiwan (R.O.C.)"
"30020799","怡立貿易股份有限公司","ELITE TRADING CORP.","臺北市大同區重慶北路3段120巷3號1樓","1 F., No. 3, Ln. 120, Sec. 3, Chongqing N. Rd., Datong Dist., Taipei City 10374, Taiwan (R.O.C.)"
"30020947","林氏滋養食品有限公司","LINS WAGASHI CONFECTIONERY, LTD.","臺北市大同區迪化街1段247號","No. 247, Sec. 1, Dihua St., Datong Dist., Taipei City 103003, Taiwan (R.O.C.)"
"30021404","洽誠貿易股份有限公司","SHIR CHENG TRADING CO., LTD.","臺北市中山區中山北路2段38號","No. 38, Sec. 2, Zhongshan N. Rd., Zhongshan Dist., Taipei City 104016, Taiwan (R.O.C.)"
"30021447","臺灣黑鷹工具股份有限公司","TAIWAN BLACK EAGLE TOOLS CO., LTD.","臺北市大同區民權西路216號5樓","5 F., No. 216, Minquan W. Rd., Datong Dist., Taipei City 103046, Taiwan (R.O.C.)"
"30021538","成宏產業有限公司","CHENG HON INDUSTRIAL CO., LTD.","臺北市大安區復興南路1段259號8樓之1","8F.-1, No. 259, Sec. 1, Fuxing S. Rd., Da’an Dist., Taipei City 10665, Taiwan (R.O.C.)"
"30021636","日中貿易有限公司","RIH CHUNG TRADING CO., LTD.","臺北市北投區實踐街27號4樓","4 F., No. 27, Shijian St., Beitou Dist., Taipei City 11276, Taiwan (R.O.C.)"
"30022451","敏達有限公司","MINTEKE SUPPLY CO., LTD.","臺北市中山區新生北路3段93巷30號1樓","1 F., No. 30, Ln. 93, Sec. 3, Xinsheng N. Rd., Zhongshan Dist., Taipei City 10471, Taiwan (R.O.C.)"
"30022473","協全貿易有限公司","FINE HSIN CHUAN TRADING CO., LTD.","桃園市桃園區中山北路239號","No. 239, Zhongshan N. Rd., Taoyuan Dist., Taoyuan City 33058, Taiwan (R.O.C.)"
"30022656","佑明企業有限公司","REVELATION ENTERPRISE CO., LTD.","新北市淡水區民生里５鄰樹梅坑２９號地下一層","No. 29, Shumeikeng, 5th Neighborhood, Minsheng Vil., Tamsui Dist., New Taipei City 25160, Taiwan (R.O.C.)"
"30022706","益裕五金有限公司","YU YUH ENGINEERING MATERIAL CO., LTD.","臺北市大同區承德路2段126號1樓","1 F., No. 126, Sec. 2, Chengde Rd., Datong Dist., Taipei City 10359, Taiwan (R.O.C.)"
"30022972","謙億貿易有限公司","CHIEN YIH MANUFACTURING CO., LTD.","臺北市中山區長安東路2段36巷6之7號4樓","4 F., No. 6-7, Ln. 36, Sec. 2, Chang’an E. Rd., Zhongshan Dist., Taipei City 10456, Taiwan (R.O.C.)"
"30100012","運陞工業社","YUNN SHENG INDUSTRY CO.","新北市蘆洲區長安街172巷35弄5號4樓","4 F., No. 5, Aly. 35, Ln. 172, Chang’an St., Luzhou Dist., New Taipei City 24762, Taiwan (R.O.C.)"
"30100625","正弘運動用品企業社","BEST MATS SUPPLY COMPANY","桃園市桃園區福安里介壽路１０５之１號２樓","2 F., No. 105-1, Jieshou Rd., Fu’an Vil., Taoyuan Dist., Taoyuan City 33062, Taiwan (R.O.C.)"
"30104360","皓宇汽車電機輪胎行","COSMOS MOTOR VEHICLE TIRE SHOP","新竹縣竹北市東平里六家八街１１７號","No. 117, Liujia 8th St., Dongping Vil., Zhubei City, Hsinchu County 30272, Taiwan (R.O.C.)"
"30104410","大興電池行","Bei Da Company","新竹縣竹北市竹仁里中正東路141-1號1樓","1 F., No. 141-1, Zhongzheng E. Rd., Zhuren Vil., Zhubei City, Hsinchu County 30242, Taiwan (R.O.C.)"
"30104538","順承企業社","SHUENN CHENG CO.","新竹縣新豐鄉青埔村青埔子73之1號1樓","1 F., No. 73-1, Qingpuzi, Xinfeng Township, Hsinchu County 30447, Taiwan (R.O.C.)"
"30109490","本淞實業商行","BENSONG CO.","新北市土城區仁愛路５４巷１４之４號（現場僅供辦公室使用）","No. 14-4, Ln. 54, Ren’ai Rd., Tucheng Dist., New Taipei City 23651, Taiwan (R.O.C.)"
"30109920","乘風單車店","AllSell Global company","新竹市北區潛園里中山路二Ｏ四號","No. 204, Zhongshan Rd., Qianyuan Vil., North Dist., Hsinchu City 30046, Taiwan (R.O.C.)"
"30111496","原亨商行","ORIGINAL HENRY FIRM","臺北市內湖區康樂街131巷2弄2號3樓","3 F., No. 2, Aly. 2, Ln. 131, Kangle St., Neihu Dist., Taipei City 114038, Taiwan (R.O.C.)"
"30113467","鼎尚企業社","DING SHANG CO.","新北市板橋區長江路1段106巷3號1樓","1 F., No. 3, Ln. 106, Sec. 1, Changjiang Rd., Banqiao Dist., New Taipei City 22048, Taiwan (R.O.C.)"
"30117196","天福企業社","DAY HAPPINESS CO.","花蓮縣花蓮市國興里建華路57巷15號1樓","1 F., No. 15, Ln. 57, Jianhua Rd., Guoxing Vil., Hualien City, Hualien County 97074, Taiwan (R.O.C.)"
"30117739","全球眼鏡專賣店","GLOBAL SPECTACLES SHOP","新竹市北區武陵里東大路二段一九二號一樓","1 F., No. 192, Sec. 2, Dongda Rd., Wuling Vil., North Dist., Hsinchu City 30054, Taiwan (R.O.C.)"
"30121179","祥瑞造景","HSIANG RUEY LANDSCAPE CO.","花蓮縣花蓮市民政里順興路１２２號１樓","1 F., No. 122, Shunxing Rd., Minzheng Vil., Hualien City, Hualien County 970022, Taiwan (R.O.C.)"
"30122542","致昌機械工程行","ZHI-CHANG MECHANICAL ENGINEERING SERVICE FIRM","基隆市中山區中和里中和路８５巷３弄１３號１樓","1 F., No. 13, Aly. 3, Ln. 85, Zhonghe Rd., Zhonghe Vil., Zhongshan Dist., Keelung City 20347, Taiwan (R.O.C.)"
"30123367","藝科資訊工作室","AROBOTO STUDIO","臺北市萬華區環河南路1段71號3樓之20","3F.-20, No. 71, Sec. 1, Huanhe S. Rd., Wanhua Dist., Taipei City 10843, Taiwan (R.O.C.)"
"30130043","龍王香業企業社","LONG WANG INCENSE CO.","新北市三重區仁和街173號","No. 173, Renhe St., Sanchong Dist., New Taipei City 241055, Taiwan (R.O.C.)"
"30132252","尼奧室內設計","JADE DECOR INTERIOR DESIGN STORE","新竹市東區綠水里學府路375之3號一樓","1 F., No. 375-3, Xuefu Rd., Lushui Vil., East Dist., Hsinchu City 30068, Taiwan (R.O.C.)"
"30132936","大熊行","DA SYONG HANG","桃園市八德區廣德里大勤街１００巷１８弄６號１樓","1 F., No. 6, Aly. 18, Ln. 100, Daqin St., Guangde Vil., Bade Dist., Taoyuan City 33451, Taiwan (R.O.C.)"
"30133908","農吉園企業社","NONG CHI YUAN ENTERPRISE CO.","桃園市大溪區一德里勝利街１７號１樓","1 F., No. 17, Shengli St., Yide Vil., Daxi Dist., Taoyuan City 33556, Taiwan (R.O.C.)"
"30135791","武林企業社","WULIN ENTERPRISE CO.","桃園市觀音區塔腳里福山路3段266巷51號(1樓)","1F., NO. 51, LN. 266, SEC. 3, FUSHAN RD., TAJIAO VIL., GUANYIN DIST., TAOYUAN CITY 328008, TAIWAN (R.O.C.)"
"30136855","聯亞土木包工業","LIAN YA BUILDING MATERIAL CO.","金門縣金湖鎮新市里武德新莊自強路２１號３樓之２","3F.-2, No. 21, Ziqiang Rd., Wudexinzhuang, Xinshi Vil., Jinhu Township, Kinmen County 89142, Taiwan (R.O.C.)"
"30136969","正賀土木包工業","JENG JENG HE BUILDING MATERIAL CO.","金門縣金沙鎮何斗里何厝46之5號","No. 46-5, Hecuo, Hedou Vil., Jinsha Township, Kinmen County 890007, Taiwan (R.O.C.)"
"30136975","永楠實業行","YONG NAN MATERIALS CO.","金門縣金城鎮賢庵里西海路3段81巷25之1號","No. 25-1, Ln. 81, Sec. 3, Xihai Rd., Xian’an Vil., Jincheng Township, Kinmen County 89346, Taiwan (R.O.C.)"
"30136996","煌進土木包工業","HUANG JIN BUILDING MATERIAL CO.","金門縣金湖鎮溪湖里復國墩６之１號","No. 6-1, Fuguodun, Xihu Vil., Jinhu Township, Kinmen County 89142, Taiwan (R.O.C.)"
"30137094","小西門食品行","SMALL WEST GATE FOOD CO.","金門縣金城鎮珠沙里小西門８號","No. 8, Xiaoximen, Zhusha Vil., Jincheng Township, Kinmen County 89346, Taiwan (R.O.C.)"
"30137382","巨燊企業社","JYU SHEN ENTERPRISE CO.","新北市三重區永安北路２段５巷３４號４樓（現場僅供辦公室使用）","4 F., No. 34, Ln. 5, Sec. 2, Yong’an N. Rd., Sanchong Dist., New Taipei City 24153, Taiwan (R.O.C.)"
"30138050","柚喜企業社","YOW SHII CO.","新竹市東區柴橋里明湖路六四八巷一八弄九之六號","No. 9-6, Aly. 18, Ln. 648, Minghu Rd., Chaiqiao Vil., East Dist., Hsinchu City 30065, Taiwan (R.O.C.)"
"30138729","大合上企業社","EYEPAL INTERNATIONAL CO.","臺南市仁德區仁德里文華路3段428巷37號","No. 37, Ln. 428, Sec. 3, Wenhua Rd., Rende Vil., Rende Dist.,  Tainan City , Taiwan (R.O.C.)"
"30140372","艾祁單車工坊","MYBICYCLEPARTS CO.","新北市林口區文化二路2段186號","No. 186, Sec. 2, Wenhua 2nd Rd., Linkou Dist., New Taipei City 24458, Taiwan (R.O.C.)"
"30141153","福豐資訊企業社","Fufeng Information Consulting Co.","桃園市八德區大義里福豐南街39號1樓","1 F., No. 39, Fufeng S. St., Dayi Vil., Bade Dist., Taoyuan City 334002, Taiwan (R.O.C.)"
"30146158","全國通玩具社","NATIONAL TOY PATH COMPANY","新北市中和區永和路356巷33號1樓","1 F., No. 33, Ln. 356, Yonghe Rd., Zhonghe Dist., New Taipei City 23556, Taiwan (R.O.C.)"
"30149471","誠研國際企業社","CHENG YAN INT ENTERPRISE CO.","桃園市龜山區龍華里龍興街８巷１０號１樓","1 F., No. 10, Ln. 8, Longxing St., Longhua Vil., Guishan Dist., Taoyuan City 33350, Taiwan (R.O.C.)"
"30151118","先得葉國際行銷企業社","SUNDAE INTERNATIONAL MARKETING ENTERPRISE COMPANY","桃園市八德區高城里高城八街78-1號12樓","12 F., No. 78-1, Gaocheng 8th St., Gaocheng Vil., Bade Dist., Taoyuan City 33456, Taiwan (R.O.C.)"
"30155819","玖五土木包工業","Jiuwu tumu engineering Co.","新北市板橋區中山路１段２６５巷１１號（１樓）","1 F., No. 11, Ln. 265, Sec. 1, Zhongshan Rd., Banqiao Dist., New Taipei City 22066, Taiwan (R.O.C.)"
"30156872","欣旂整體造型工作坊","SHIN CHI DESIGN WORKSHOP","新北市板橋區中正路２７５巷４１號１、２樓（２樓僅作辦公室使用）","2 F., No. 41, Ln. 275, Zhongzheng Rd., Banqiao Dist., New Taipei City 22054, Taiwan (R.O.C.)"
"30160003","十方工作室","TJ MARKET RESOURCE INTEGRATION CONSULTING STUDIO","新北市永和區自強街28巷3號2樓","2 F., No. 3, Ln. 28, Ziqiang St., Yonghe Dist., New Taipei City 23447, Taiwan (R.O.C.)"
"30160019","安信儀器實業社","BIOTECH SERVICES CO.","新北市汐止區新台五路1段114號19樓","19 F., No. 114, Sec. 1, Xintai 5th Rd., Xizhi Dist., New Taipei City 22102, Taiwan (R.O.C.)"
"30160051","立鉅生活百貨批發行","RIDGE TRADE CO.","新北市新店區新店路129號1樓","1 F., No. 129, Xindian Rd., Xindian Dist., New Taipei City 23147, Taiwan (R.O.C.)"
"30160783","固爾科技社","GAEA TECHNOLOGY COMPANY","桃園市楊梅區裕成里裕成南路２２８號３樓","3 F., No. 228, Yucheng S. Rd., Yucheng Vil., Yangmei Dist., Taoyuan City 326028, Taiwan (R.O.C.)"
"30160833","上元企業社","UP YUAN ENTERPRISE CO.","桃園市蘆竹區蘆興里南竹路2段361巷113弄61號","No. 61, Aly. 113, Ln. 361, Sec. 2, Nanzhu Rd., Luxing Vil., Luzhu Dist., Taoyuan City 33845, Taiwan (R.O.C.)"
"30160849","普悅國際企業社","PROYA INTERNATIONAL COMPANY","桃園市龜山區文化里文興路１３０號１樓","1 F., No. 130, Wenxing Rd., Wenhua Vil., Guishan Dist., Taoyuan City 33377, Taiwan (R.O.C.)"
"30165611","拾柒企業社","17 MotorSport Trade Co.","臺北市松山區塔悠路60號","No. 60, Tayou Rd., Songshan Dist., Taipei City 10585, Taiwan (R.O.C.)"
"30166421","蚊子體育用品社","Mosquito Water Ski Club Co.","新北市林口區中山路６７號１樓","1 F., No. 67, Zhongshan Rd., Linkou Dist., New Taipei City 24446, Taiwan (R.O.C.)"
"30166843","進穩工程行","JIN WEN ENGINEERING CO.","花蓮縣花蓮市民意里化道路101巷2號1樓","1 F., No. 2, Ln. 101, Huadao Rd., Minyi Vil., Hualien City, Hualien County 97062, Taiwan (R.O.C.)"
"30168119","富田企業社","FUR TIEN ENTERPRISE CO.","新北市土城區學府路１段２５６巷４弄２０號３樓（現場僅供辦公室使用）","3 F., No. 20, Aly. 4, Ln. 256, Sec. 1, Xuefu Rd., Tucheng Dist., New Taipei City 23659, Taiwan (R.O.C.)"
"30170614","耀師醫療儀器行","YAO SHI MEDICAL EQUIPMENT CO.","新北市瑞芳區明燈路3段11號1樓","1 F., No. 11, Sec. 3, Mingdeng Rd., Ruifang Dist., New Taipei City 22441, Taiwan (R.O.C.)"
"30172134","飛鷹出版社","EAGLE PUBLISHING CO.","新北市新店區中央路157號6樓","6 F., No. 157, Zhongyang Rd., Xindian Dist., New Taipei City 23150, Taiwan (R.O.C.)"
"30172964","思芸企業社","SCHOENELLA CO.","新竹市東區光復里忠孝路25號","No. 25, Zhongxiao Rd., Guangfu Vil., East Dist., Hsinchu City 300042, Taiwan (R.O.C.)"
"30173942","信華企業社","H&H FARM PRODUCTION ENTERPRISE CO.","桃園市平鎮區復興里民族路２段８９巷２１號１樓","1 F., No. 21, Ln. 89, Sec. 2, Minzu Rd., Fuxing Vil., Pingzhen Dist., Taoyuan City 32448, Taiwan (R.O.C.)"
"30174891","默特國際企業社","MOTO RACING INTERNATIONAL CO.","桃園市桃園區大豐里延平路８８號１樓","1 F., No. 88, Yanping Rd., Dafeng Vil., Taoyuan Dist., Taoyuan City 33067, Taiwan (R.O.C.)"
"30175168","化聯企業社","IUPAC ENTERPRISE CO.","新北市永和區福和路309巷14弄8號1樓","1 F., No. 8, Aly. 14, Ln. 309, Fuhe Rd., Yonghe Dist., New Taipei City 23450, Taiwan (R.O.C.)"
"30178046","萬欣實業社","WAN-SHIN ENTERPRISE CO.","桃園市大園區?林里37鄰拔子林27之219號","No. 27-219, Bazilin, 37th Neighborhood, Dayuan Dist., Taoyuan City 33746, Taiwan (R.O.C.)"
"30179447","木趣設計工作室","MUFUN DESIGN STUDIO","新北市中和區立人街14巷40弄14號","No. 14, Aly. 40, Ln. 14, Liren St., Zhonghe Dist., New Taipei City 235087, Taiwan (R.O.C.)"
"30180009","萊樂工作室","LAILAB COMPUTING STUDIO","臺北市內湖區康寧路3段99巷17弄41號3樓","3 F., No. 41, Aly. 17, Ln. 99, Sec. 3, Kangning Rd., Neihu Dist., Taipei City 114045, Taiwan (R.O.C.)"
"30186806","咖灰企業社","Cagrey Co.","新北市汐止區三民街15巷2號(1樓)","1 F., No. 2, Ln. 15, Sanmin St., Xizhi Dist., New Taipei City 221023, Taiwan (R.O.C.)"
"30189640","伊貝健康美妍館","EBE RADIANT HEALTH LIFE SHOP","新北市板橋區龍泉街５４巷１弄３號３樓（現場僅供辦公室使用）","3 F., No. 3, Aly. 1, Ln. 54, Longquan St., Banqiao Dist., New Taipei City 22051, Taiwan (R.O.C.)"
"30191998","崇越單車休閒館","CHONG YUE BIKE SHOP","桃園市中壢區後寮里中山東路3段70之1號1樓","1 F., No. 70-1, Sec. 3, Zhongshan E. Rd., Houliao Vil., Zhongli Dist., Taoyuan City 320073, Taiwan (R.O.C.)"
"30200407","張富工作室","RICH PHOTO STUDIO","新北市三重區仁愛街４２之１號５樓（現場僅供辦公室使用）","5 F., No. 42-1, Ren’ai St., Sanchong Dist., New Taipei City 24149, Taiwan (R.O.C.)"
"30201010","瑞億傢俱行","RUEI YI FURNITURE COMPANY","花蓮縣花蓮市國強里中央路四段４６８號","No. 468, Sec. 4, Zhongyang Rd., Guoqiang Vil., Hualien City, Hualien County 970054, Taiwan (R.O.C.)"
"30201975","徐名揚烏龜繁殖場","HSU MING-YANG TURTLE BREEDING FARM","花蓮縣花蓮市主勤里南京街286號","No. 286, Nanjing St., Zhuqin Vil., Hualien City, Hualien County 970003, Taiwan (R.O.C.)"
"30204902","巧鉅實業社","QIAO GOU CO.","花蓮縣花蓮市主勤里南京街306巷1號1樓","1 F., No. 1, Ln. 306, Nanjing St., Zhuqin Vil., Hualien City, Hualien County 97043, Taiwan (R.O.C.)"
"30206134","新鶴茶園","Arcadia Tea Garden Company","花蓮縣瑞穗鄉舞鶴村中正南路2段76之5號","No. 76-5, Sec. 2, Zhongzheng S. Rd., Ruisui Township, Hualien County 97842, Taiwan (R.O.C.)"
"30206140","龍德環保企業社","Longde Longde Environmental Enterprise HANG","花蓮縣吉安鄉仁安村南海3街198巷15號1樓","1 F., No. 15, Ln. 198, Nanhai 3rd St., Ji’an Township, Hualien County 97354, Taiwan (R.O.C.)"
"30207491","羅制良品企業社","LO CHIH-LIANG PRODUCT ENTERPRISE CO.","花蓮縣玉里鎮永昌里中華路３０６號","No. 306, Zhonghua Rd., Yongchang Vil., Yuli Township, Hualien County 98147, Taiwan (R.O.C.)"
"30211191","威達車行","WE DA MOTORCYCLE RETAILER","桃園市中壢區興和里新生路二段51號1樓","1 F., No. 51, Sec. 2, Xinsheng Rd., Xinghe Vil., Zhongli Dist., Taoyuan City 32056, Taiwan (R.O.C.)"
"30212001","米羽洋行","TRUE CARE AROMATHERAPY CO.","桃園市中壢區林森里龍岡路二段一三二號二樓","2 F., No. 132, Sec. 2, Longgang Rd., Linsen Vil., Zhongli Dist., Taoyuan City 320060, Taiwan (R.O.C.)"
"30212494","馨亞企業社","Hsing Ya Food Co.","新北市新莊區後港二路15號","No. 15, Hougang 2nd Rd., Xinzhuang Dist., New Taipei City 24267, Taiwan (R.O.C.)"
"30212516","雷凌企業社","LEI LIN CO.","桃園市平鎮區高雙里復旦路三段三六巷三弄三二號一樓","1 F., No. 32, Aly. 3, Ln. 36, Sec. 3, Fudan Rd., Gaoshuang Vil., Pingzhen Dist., Taoyuan City 32449, Taiwan (R.O.C.)"
"30212699","緯雋貿易實業","JLRG INC.","桃園市桃園區民生里自強路113號3樓","3 F., No. 113, Ziqiang Rd., Minsheng Vil., Taoyuan Dist., Taoyuan City 33048, Taiwan (R.O.C.)"
"30214562","嘉潘企業社","HIDART COMPANY","桃園市八德區廣德里建國路878、880號1樓","1 F., No. 880, Jianguo Rd., Guangde Vil., Bade Dist., Taoyuan City 33461, Taiwan (R.O.C.)"
"30214633","岡本實業社","FUTURE OKAMOTO INDUSTRIAL CO.","桃園市觀音區樹林里富春路193巷22號1樓","1 F., No. 22, Ln. 193, Fuchun Rd., Shulin Vil., Guanyin Dist., Taoyuan City 328017, Taiwan (R.O.C.)"
"30215056","偉祺科技企業社","WEICHI TECHNOLOGY, CO.","桃園市蘆竹區瓦窯里長榮路5之5號7樓","7 F., No. 5-5, Changrong Rd., Wayao Vil., Luzhu Dist., Taoyuan City 33861, Taiwan (R.O.C.)"
"30217694","德吉藝術坊","DAY JY ART WORKSHOP","桃園市蘆竹區大竹里大興路二五號一樓","1 F., No. 25, Daxing Rd., Dazhu Vil., Luzhu Dist., Taoyuan City 33862, Taiwan (R.O.C.)"
"30218390","新三陽食品行","SAN YANG SNACK CO.","桃園市中壢區永興里永安街五八號一樓","1 F., No. 58, Yong’an St., Yongxing Vil., Zhongli Dist., Taoyuan City 32044, Taiwan (R.O.C.)"
"30220190","神曲釀造企業社","TAITRUE BREWERY MACHINE CO.","新北市汐止區瑞松街150巷20號6樓之17","6 F.-17, No. 20, Ln. 150, Ruisong St., Xizhi Dist., New Taipei City 221039, Taiwan (R.O.C.)"
"30220939","富發工業社","FU FA INDUSTRY CO.","桃園市八德區大福里介壽路一段十六巷二一號","No. 21, Ln. 16, Sec. 1, Jieshou Rd., Dafu Vil., Bade Dist., Taoyuan City 33441, Taiwan (R.O.C.)"
"30221114","揚生開發工程社","YANG SHENG DEVELOPMENT COMPANY","桃園市大溪區南興里仁和路二段三０七號一樓","1 F., No. 307, Sec. 2, Renhe Rd., Nanxing Vil., Daxi Dist., Taoyuan City 33547, Taiwan (R.O.C.)"
"30222599","萬宇企業社","WAN YU ENTERPRISE AGENCY CO.","桃園市觀音區草漯里大觀路二段66號","No. 66, Sec. 2, Daguan Rd., Caota Vil., Guanyin Dist., Taoyuan City 328007, Taiwan (R.O.C.)"
"30222872","彩晶企業社","TSAI CHING ENTERPRISE CO.","桃園市蘆竹區羊稠里仁愛路三段198號1樓","1 F., No. 198, Sec. 3, Ren’ai Rd., Yangchou Vil., Luzhu Dist., Taoyuan City 33850, Taiwan (R.O.C.)"
"30223979","海灣星空咖啡館","HIWAN-XINGKONG COFFEE SHOP","桃園市蘆竹區山腳里大古路271號","No. 271, Dagu Rd., Shanjiao Vil., Luzhu Dist., Taoyuan City 33851, Taiwan (R.O.C.)"
"30223984","立暉企業社","LIHUI SUNRISE CO.","桃園市中壢區仁美里普慶路二一八號一樓","1 F., No. 218, Puqing Rd., Renmei Vil., Zhongli Dist., Taoyuan City 32079, Taiwan (R.O.C.)"
"30225408","鳳展商行","SOARIING PHOENIX TRADING CO.","桃園市桃園區中山里宏昌十三街六○四號一樓","1 F., No. 604, Hongchang 13th St., Zhongshan Vil., Taoyuan Dist., Taoyuan City 33060, Taiwan (R.O.C.)"
"30226928","迴龍自轉車社","HUILONG AUTO TRANAFER CO., LTD.","桃園市龜山區迴龍里萬壽路一段一四三號一樓","1 F., No. 143, Sec. 1, Wanshou Rd., Huilong Vil., Guishan Dist., Taoyuan City 33351, Taiwan (R.O.C.)"
"30227567","石豹環保科技企業行","Shih Bao Co.","桃園市八德區白鷺里成功街205號1樓","1 F., No. 205, Chenggong St., Bailu Vil., Bade Dist., Taoyuan City 334027, Taiwan (R.O.C.)"
"30228192","嘉農行","GOOD PEASANT CO.","桃園市八德區大昌里介壽路二段364巷58弄27號(1樓)","1 F., No. 27, Aly. 58, Ln. 364, Sec. 2, Jieshou Rd., Dachang Vil., Bade Dist., Taoyuan City 33446, Taiwan (R.O.C.)"
"30230459","誼興實業社","EAN SHEN ENTERPRISE CO.","桃園市楊梅區永寧里環南路一○九巷十三號七樓","7 F., No. 13, Ln. 109, Huannan Rd., Yongning Vil., Yangmei Dist., Taoyuan City 32664, Taiwan (R.O.C.)"
