"統一編號","廠商中文名稱","廠商英文名稱","中文營業地址","英文營業地址"
"70351491","橘園國際藝術策展股份有限公司","L'ORANGERIE INTERNATIONAL ART CONSULTANT CO., LTD.","臺北市中山區長安東路1段9號2樓","2 F., No. 9, Sec. 1, Chang'an E. Rd., Zhongshan Dist., Taipei City 104003, Taiwan (R.O.C.)"
"70351534","長熲國際興業有限公司","PERMANENT STAR INTERNATIONAL CO., LTD.","臺北市松山區松河街196號4樓","4 F., No. 196, Songhe St., Songshan Dist., Taipei City 10567, Taiwan (R.O.C.)"
"70351561","義容實業股份有限公司","ROYAL I.R. CO., LTD.","臺北市中山區林森北路646號","No. 646, Linsen N. Rd., Zhongshan Dist., Taipei City 104031, Taiwan (R.O.C.)"
"70351577","百寬地基營造股份有限公司","Bai Kuan Foundation Construction CO., LTD.","臺北市內湖區瑞光路168號9樓","9 F., No. 168, Ruiguang Rd., Neihu Dist., Taipei City 114062, Taiwan (R.O.C.)"
"70351582","俊榮企業有限公司","JIUNN RONG ENTERPRISE CO., LTD.","臺北市大安區和平東路3段106號4樓之5","4F.-5, No. 106, Sec. 3, Heping E. Rd., Da’an Dist., Taipei City 10675, Taiwan (R.O.C.)"
"70351675","谷金國際實業有限公司","GU CHING INDUSTRIAL INTERNATIONAL CO., LTD.","新北市新店區國校路78號1樓","1 F., No. 78, Guoxiao Rd., Xindian Dist., New Taipei City 23147, Taiwan (R.O.C.)"
"70351703","領袖海洋開發有限公司","ROYAL REGAL WATERFRONT DEVELOPMENT CO., LTD.","新北市新莊區幸福路540號3樓","3 F., No. 540, Xingfu Rd., Xinzhuang Dist., New Taipei City 24247, Taiwan (R.O.C.)"
"70351773","建遠有限公司","JIAN YUAN ELECTRONICS CO., LTD.","臺北市大同區西寧北路83號3樓","3 F., No. 83, Xining N. Rd., Datong Dist., Taipei City 103601, Taiwan (R.O.C.)"
"70351823","永聖洋建材有限公司","YEONG SAN YANG CO., LTD.","新北市五股區五權六路33號","No. 33, Wuquan 6th Rd., Wugu Dist., New Taipei City 248019, Taiwan (R.O.C.)"
"70351886","金亞村企業有限公司","KING YA TSUN ENTERPRISE CO., LTD.","臺北市士林區重慶北路4段251號7樓","7 F., No. 251, Sec. 4, Chongqing N. Rd., Shilin Dist., Taipei City 11165, Taiwan (R.O.C.)"
"70351984","美皇燈飾有限公司","MEI HUANG LIGHTING CO., LTD.","臺北市信義區吳興街188號1樓","1 F., No. 188, Wuxing St., Xinyi Dist., Taipei City 110010, Taiwan (R.O.C.)"
"70352077","纖泰有限公司","STRENTEX CORPORATION","臺北市大安區和平東路1段16號6樓之1","6F.-1, No. 16, Sec. 1, Heping E. Rd., Da’an Dist., Taipei City 10643, Taiwan (R.O.C.)"
"70352082","乙松實業有限公司","BLUE LAND CO., LTD.","桃園市中壢區中山路138號9樓","9 F., No. 138, Zhongshan Rd., Zhongli Dist., Taoyuan City 32041, Taiwan (R.O.C.)"
"70352196","毅勝科技有限公司","CARDIO TECHNOLOGY CO., LTD.","臺北市內湖區瑞光路258巷56號2樓","2 F., No. 56, Ln. 258, Ruiguang Rd., Neihu Dist., Taipei City 11491, Taiwan (R.O.C.)"
"70352203","元興國際股份有限公司","YUAN XING INTERNATIONAL CO., LTD.","新北市三重區中正南路253號6樓","6 F., No. 253, Zhongzheng S. Rd., Sanchong Dist., New Taipei City 241452, Taiwan (R.O.C.)"
"70352415","永富寶企業有限公司","GRAND-PROFIT ENTERPRISE INC.","臺北市大安區信義路4段296號13樓之4","13F.-4, No. 296, Sec. 4, Xinyi Rd., Da’an Dist., Taipei City 10679, Taiwan (R.O.C.)"
"70352490","國焊科技有限公司","KUO-HAN SCIENCE & TECHNOLOGY LTD.","新北市新店區北新路1段77號3樓之1","3 F.-1, No. 77, Sec. 1, Beixin Rd., Xindian Dist., New Taipei City 231002, Taiwan (R.O.C.)"
"70352533","川奇科技有限公司","CHUAN QI TECHNOLOGY CO., LTD.","臺北市中山區長安東路2段36巷9號地下1樓","1 F., No. 9, Ln. 36, Sec. 2, Chang’an E. Rd., Zhongshan Dist., Taipei City 10456, Taiwan (R.O.C.)"
"70352549","創鼎有限公司","SMEK INDUSTRIAL CO., LTD.","臺北市內湖區瑞光路188巷48號5樓","5 F., No. 48, Ln. 188, Ruiguang Rd., Neihu Dist., Taipei City 114062, Taiwan (R.O.C.)"
"70352604","飛得是企業有限公司","FIDES AND SPES, INC.","臺北市中山區松江路139號10樓","10 F., No. 139, Songjiang Rd., Zhongshan Dist., Taipei City 10485, Taiwan (R.O.C.)"
"70352610","台灣比富比股份有限公司","PFP TAIWAN CO., LTD.","臺北市松山區敦化北路307號7樓之1","7F.-1, No. 307, Dunhua N. Rd., Songshan Dist., Taipei City 10583, Taiwan (R.O.C.)"
"70352695","天姿雅有限公司","TANSY COSMETICS CO., LTD.","新北市三重區重新路5段609巷18號6樓之6","6F.-6, No. 18, Ln. 609, Sec. 5, Chongxin Rd., Sanchong Dist., New Taipei City 24159, Taiwan (R.O.C.)"
"70352750","一建益有限公司","YEHLO CO., LTD.","桃園市中壢區民權路198號1樓","1 F., No. 198, Minquan Rd., Zhongli Dist., Taoyuan City 32055, Taiwan (R.O.C.)"
"70352962","鴻進科技股份有限公司","RISUN EXPANSE CORP.","臺北市內湖區環山路1段24巷22號1樓","1 F., No. 22, Ln. 24, Sec. 1, Huanshan Rd., Neihu Dist., Taipei City 11442, Taiwan (R.O.C.)"
"70353012","翔烽企業有限公司","PAPER-KING CO., LTD.","臺北市文山區忠順街2段25號2樓","2 F., No. 25, Sec. 2, Zhongshun St., Wenshan Dist., Taipei City 116021, Taiwan (R.O.C.)"
"70353049","中伸實業有限公司","JONGSON (TAIWAN) LTD.","臺北市士林區通河東街1段165號","No. 165, Sec. 1, Tonghe E. St., Shilin Dist., Taipei City 11169, Taiwan (R.O.C.)"
"70353189","寶文實業股份有限公司","PRO PENGTEX CO., LTD.","臺北市中山區長安東路2段24號1樓","1 F., No. 24, Sec. 2, Chang’an E. Rd., Zhongshan Dist., Taipei City 104093, Taiwan (R.O.C.)"
"70353245","巨欣貿易有限公司","MENG YIH CO., LTD.","臺北市萬華區桂林路242巷2號7樓之1","7F.-1, No. 2, Ln. 242, Guilin Rd., Wanhua Dist., Taipei City 10854, Taiwan (R.O.C.)"
"70353408","捷康半導體有限公司","SILICONIX ELECTRONIC CO., LTD.","高雄市楠梓區東二街3-4號","No. 3-4, E. 2nd St., Nanzih Dist., Kaohsiung City 811632, Taiwan (R.O.C.)"
"70353414","重旭有限公司","TEXFAIR CO., LTD.","新北市板橋區南雅西路2段2之3號4樓","4 F., No. 2-3, Sec. 2, Nanya W. Rd., Banqiao Dist., New Taipei City 22056, Taiwan (R.O.C.)"
"70353435","勤德國際股份有限公司","JAHT TECHNOLOGIES CORP.","新北市汐止區新台五路1段75號6樓之7","6 F.-7, No. 75, Sec. 1, Xintai 5th Rd., Xizhi Dist., New Taipei City 221432, Taiwan (R.O.C.)"
"70353441","暐育科技股份有限公司","BLOOMTECH INTERNATIONAL INC.","臺北市松山區光復北路95號3樓","3 F., No. 95, Guangfu N. Rd., Songshan Dist., Taipei City 105033, Taiwan (R.O.C.)"
"70353527","飛拓數位科技股份有限公司","FRONTIER DIGITAL INC.","臺北市北投區大業路382號8樓之1","8F.-1, No. 382, Daye Rd., Beitou Dist., Taipei City 11268, Taiwan (R.O.C.)"
"70353625","成卡自在實業有限公司","NETTRONIC ENTERPRISE CORPORATION","新北市樹林區俊英街111巷1之6號3樓","3 F., No. 1-6, Ln. 111, Junying St., Shulin Dist., New Taipei City 23878, Taiwan (R.O.C.)"
"70353630","季木貿易有限公司","MILLION DOLLARS LTD.","臺北市大安區建國南路1段291巷2號6樓","6 F., No. 2, Ln. 291, Sec. 1, Jianguo S. Rd., Da’an Dist., Taipei City 10657, Taiwan (R.O.C.)"
"70353646","摩恩國際股份有限公司","MORIN INTERNATIONAL CORP.","臺北市中山區龍江路324號1樓","1 F., No. 324, Longjiang Rd., Zhongshan Dist., Taipei City 10474, Taiwan (R.O.C.)"
"70353673","智造科技股份有限公司","SolidcamTW Technology Co., LTD.","新竹縣竹北市復興二路229號6樓之1","6 F.-1, No. 229, Fuxing 2nd Rd., Zhubei City, Hsinchu County 302052, Taiwan (R.O.C.)"
"70353815","華碩聯合科技股份有限公司","ASUS TECHNOLOGY INCORPORATION","臺北市士林區文林路342號3樓","3 F., No. 342, Wenlin Rd., Shilin Dist., Taipei City 11163, Taiwan (R.O.C.)"
"70353821","通化實業有限公司","CHEMIX TECH CO., LTD.","新北市板橋區田單街42之1號2樓","2 F., No. 42-1, Tiandan St., Banqiao Dist., New Taipei City 22043, Taiwan (R.O.C.)"
"70353842","美又廉食品工業有限公司","M&L FOOD INDUSTRIAL CORP.","新北市三重區中興北街207號","No. 207, Zhongxing N. St., Sanchong Dist., New Taipei City 241022, Taiwan (R.O.C.)"
"70353940","立啟貿易股份有限公司","RIKKEI TRADING CORP.","臺北市中山區中山北路2段129號7樓","7 F., No. 129, Sec. 2, Zhongshan N. Rd., Zhongshan Dist., Taipei City 104415, Taiwan (R.O.C.)"
"70353977","印網國際股份有限公司","Print Web International, Inc,","新北市新莊區中央路228號3樓","3 F., No. 228, Zhongyang Rd., Xinzhuang Dist., New Taipei City 24251, Taiwan (R.O.C.)"
"70354005","上市生物科技股份有限公司","SUN SUPPLY CO., LTD.","臺北市大安區忠孝東路4段222號3樓","3 F., No. 222, Sec. 4, Zhongxiao E. Rd., Da’an Dist., Taipei City 106059, Taiwan (R.O.C.)"
"70354027","江長貿易有限公司","ENAGA TRADING CORP.","臺北市大安區安和路1段113號3樓之5","3 F.-5, No. 113, Sec. 1, Anhe Rd., Da’an Dist., Taipei City 106066, Taiwan (R.O.C.)"
"70354075","傑美國際有限公司","O-YES (A/S) INTERNATIONAL CO., LTD.","臺北市中山區松江路75-1號4樓","4 F., No. 75-1, Songjiang Rd., Zhongshan Dist., Taipei City 10486, Taiwan (R.O.C.)"
"70354096","謳美國際有限公司","SOL CARIBE INTERNATIONAL LTD.","桃園市中壢區復華六街11號12樓","12 F., No. 11, Fuhua 6th St., Zhongli Dist., Taoyuan City 320677, Taiwan (R.O.C.)"
"70354119","藝馥國際股份有限公司","If International CO., LTD.","臺北市信義區林口街176號4樓","4 F., No. 176, Linkou St., Xinyi Dist., Taipei City 110029, Taiwan (R.O.C.)"
"70354125","昱埕工業有限公司","EUECHEN INDUSTRIAL CO., LTD.","新北市新莊區化成路293巷18號","No. 18, Ln. 293, Huacheng Rd., Xinzhuang Dist., New Taipei City 24253, Taiwan (R.O.C.)"
"70354342","?德德式烘焙餐館股份有限公司","WENDEL'S GERMAN BAKERY & BISTRO","臺北市士林區德行西路5號","No. 5, Dexing W. Rd., Shilin Dist., Taipei City 11158, Taiwan (R.O.C.)"
"70354407","洋亞企業有限公司","SCHEME ENTERPRISES CO., LTD.","臺北市大安區光復南路458號6樓","6 F., No. 458, Guangfu S. Rd., Da’an Dist., Taipei City 10695, Taiwan (R.O.C.)"
"70354477","和碩資訊科技有限公司","HOSO-NET TECHNOLOGY CO., LTD.","新北市三重區環河南路254巷21號1樓","1 F., No. 21, Ln. 254, Huanhe S. Rd., Sanchong Dist., New Taipei City 24144, Taiwan (R.O.C.)"
"70354498","哈薩雅琪有限公司","HASAYAKE MUSIC CO., LTD.","新北市淡水區中正路2段10號18樓","18 F., No. 10, Sec. 2, Zhongzheng Rd., Tamsui Dist., New Taipei City 25155, Taiwan (R.O.C.)"
"70354526","正聯股份有限公司","SYNCLINK TRANSPORTATION CO., LTD.","臺北市大安區忠孝東路4段341號3樓之1","3F.-1, No. 341, Sec. 4, Zhongxiao E. Rd., Da’an Dist., Taipei City 10696, Taiwan (R.O.C.)"
"70354552","吉朔有限公司","GISO ENTERPRISE CO., LTD.","臺北市松山區敦化北路222巷3號1樓","1 F., No. 3, Ln. 222, Dunhua N. Rd., Songshan Dist., Taipei City 10546, Taiwan (R.O.C.)"
"70354650","艾樺貿易有限公司","AY FA TRADING COMPANY LIMITED","桃園市大園區五權里五青路56之2號","No. 56-2, Wuqing Rd., Wuquan Vil., Dayuan Dist., Taoyuan City 33755, Taiwan (R.O.C.)"
"70354743","文茗實業有限公司","MULTI-FUNCTION CO., LTD.","新北市五股區中興路1段8號4樓之13","4F.-13, No. 8, Sec. 1, Zhongxing Rd., Wugu Dist., New Taipei City 24872, Taiwan (R.O.C.)"
"70354764","昕琦科技股份有限公司","I-SEE VISION TECHNOLOGY INC.","新竹市東區光復路二段2巷45號1樓","1 F., No. 45, Ln. 2, Sec. 2, Guangfu Rd., East Dist., Hsinchu City 300044, Taiwan (R.O.C.)"
"70354808","怡特生醫科技有限公司","ITTE BIOTECHNOLOGY LTD.","臺北市中正區和平西路1段56號10樓","10 F., No. 56, Sec. 1, Heping W. Rd., Zhongzheng Dist., Taipei City 10078, Taiwan (R.O.C.)"
"70354814","比恩爾國際股份有限公司","V&L INTERNATIONAL CORP.","臺北市士林區磺溪街25號","No. 25, Huangxi St., Shilin Dist., Taipei City 111046, Taiwan (R.O.C.)"
"70354899","錫麟企業有限公司","SENCERA CO., LTD.","臺北市大安區仁愛路3段43號7樓","7 F., No. 43, Sec. 3, Ren’ai Rd., Da’an Dist., Taipei City 10651, Taiwan (R.O.C.)"
"70354954","新儀儀器工程有限公司","NUTECH INSTRUMENT & ENGINEERING CO., LTD.","新北市中和區保健路73巷3之2號","No. 3-2, Ln. 73, Baojian Rd., Zhonghe Dist., New Taipei City 23573, Taiwan (R.O.C.)"
"70355004","鋐松科技有限公司","TSRT TECHNOLOGY LIMITED","臺北市信義區信義路5段5號","No. 5, Sec. 5, Xinyi Rd., Xinyi Dist., Taipei City 11011, Taiwan (R.O.C.)"
"70355010","朕臨運通股份有限公司","KINGLY TRANSPORT SERVICE CORP.","臺北市中山區長春路378號3樓之1","3F.-1, No. 378, Changchun Rd., Zhongshan Dist., Taipei City 10487, Taiwan (R.O.C.)"
"70355216","優世大科技有限公司","YUSIDA TECHNOLOGY CO., LTD.","臺北市大同區華亭街51號","No. 51, Huating St., Datong Dist., Taipei City 10350, Taiwan (R.O.C.)"
"70355264","歆倫有限公司","A-PARNER ENTERPRISE CO., LTD.","臺北市大同區民族西路187巷25號1樓","1 F., No. 25, Ln. 187, Minzu W. Rd., Datong Dist., Taipei City 10369, Taiwan (R.O.C.)"
"70355530","呈升科技股份有限公司","ALL-RISE TECHNIC CO., LTD.","新北市板橋區民生路1段33號20樓之1","20F.-1, No. 33, Sec. 1, Minsheng Rd., Banqiao Dist., New Taipei City 22069, Taiwan (R.O.C.)"
"70355573","華奧國際股份有限公司","MANDARIN INTERNATIONAL CORP.","臺北市松山區南京東路4段77號9樓","9 F., No. 77, Sec. 4, Nanjing E. Rd., Songshan Dist., Taipei City 105406, Taiwan (R.O.C.)"
"70355594","緯成投資顧問股份有限公司","WECHAIN INVESTMENT CO., LTD.","臺北市北投區稻香路195號1樓","1 F., No. 195, Daoxiang Rd., Beitou Dist., Taipei City 11256, Taiwan (R.O.C.)"
"70355671","佳正實業有限公司","Jia Jeng Industrial Co., Ltd.","新北市新莊區新興街16號","No. 16, Xinxing St., Xinzhuang Dist., New Taipei City 24244, Taiwan (R.O.C.)"
"70355709","宏磚國際企業有限公司","HONCHUAN INTERNATIONAL CO., LTD.","桃園市龜山區大湖里19鄰大湖一路21號2樓","2 F., No. 21, Dahu 1st Rd., 19th Neighborhood, Dahu Vil., Guishan Dist., Taoyuan City 333012, Taiwan (R.O.C.)"
"70355715","振達興業有限公司","CHENG DELTA ENTERPRISE CO., LTD.","新北市汐止區康寧街169巷27之1號10樓","10 F., No. 27-1, Ln. 169, Kangning St., Xizhi Dist., New Taipei City 22180, Taiwan (R.O.C.)"
"70355784","御丞傢飾股份有限公司","YU-CHANG FURNITURE CO., LTD.","新北市鶯歌區文化路324巷40號1樓","1 F., No. 40, Ln. 324, Wenhua Rd., Yingge Dist., New Taipei City 23942, Taiwan (R.O.C.)"
"70355898","來得鐘錶有限公司","COME&GET TIMEPIECE CO., LTD.","新北市五股區五權七路12號之1一樓","11 F., No. 12, Wuquan 7th Rd., Wugu Dist., New Taipei City 24890, Taiwan (R.O.C.)"
"70355932","岡貿股份有限公司","OKADENKI LTD.","新北市中和區中正路880號15樓之2","15F.-2, No. 880, Zhongzheng Rd., Zhonghe Dist., New Taipei City 23586, Taiwan (R.O.C.)"
"70355969","冠岑有限公司","CROWNCEN TRADING CO., LTD.","臺北市松山區復興北路15號10樓之4","10F.-4, No. 15, Fuxing N. Rd., Songshan Dist., Taipei City 10552, Taiwan (R.O.C.)"
"70356003","卓元實業有限公司","JWOYUAN CO., LTD.","新北市新店區中正路280巷1-9號6樓","6 F., No. 1-9, Ln. 280, Zhongzheng Rd., Xindian Dist., New Taipei City 231009, Taiwan (R.O.C.)"
"70356051","莎士堡國際標準驗證有限公司","SAS TEST CERTIFICATION LTD.","臺北市信義區信義路5段5號5樓","5 F., No. 5, Sec. 5, Xinyi Rd., Xinyi Dist., Taipei City 110202, Taiwan (R.O.C.)"
"70356186","防潮家股份有限公司","EDRY CO., LTD.","臺中市烏日區螺潭里溪南路二段347巷58弄49號","No. 49, Aly. 58, Ln. 347, Sec. 2, Xinan Rd., Luotan Vil., Wuri Dist., Taichung City 414022, Taiwan (R.O.C.)"
"70356382","威肯建材企業有限公司","WELLCAN ENTERPRISE CO., LTD.","新北市永和區環河西路1段85巷4弄3號","No. 3, Aly. 4, Ln. 85, Sec. 1, Huanhe W. Rd., Yonghe Dist., New Taipei City 23442, Taiwan (R.O.C.)"
"70356405","九斤二有限公司","JO GIN REL INFOCOM CO., LTD.","臺北市松山區八德路4段465號7樓","7 F., No. 465, Sec. 4, Bade Rd., Songshan Dist., Taipei City 10566, Taiwan (R.O.C.)"
"70356427","蓁隆企業有限公司","JENLONG PLASTECH ENT. CO., LTD.","新北市樹林區佳園路2段15巷9弄25號","No. 25, Aly. 9, Ln. 15, Sec. 2, Jiayuan Rd., Shulin Dist., New Taipei City 23880, Taiwan (R.O.C.)"
"70356720","阿通伯樂器有限公司","TONY'S MUSIC WORLD CO., LTD.","新北市汐止區中興路45號3樓","3 F., No. 45, Zhongxing Rd., Xizhi Dist., New Taipei City 221012, Taiwan (R.O.C.)"
"70356756","子佳國際企業有限公司","YOUNG AMERICANA SUPPLY CO., LTD.","臺北市大同區長安西路289號2樓之2","2F.-2, No. 289, Chang’an W. Rd., Datong Dist., Taipei City 10341, Taiwan (R.O.C.)"
"70356828","復優企業有限公司","COPPER LAND ENTERPRISE CO., LTD.","新北市板橋區四川路1段23號10樓之2","10F.-2, No. 23, Sec. 1, Sichuan Rd., Banqiao Dist., New Taipei City 22063, Taiwan (R.O.C.)"
"70356860","裕健機電工程股份有限公司","YUJIAN ENGINEERING CO., LTD.","新北市三重區重新路5段609巷4號8樓之7","8F.-7, No. 4, Ln. 609, Sec. 5, Chongxin Rd., Sanchong Dist., New Taipei City 24159, Taiwan (R.O.C.)"
"70357002","崇軒有限公司","CHUN SENSE COMPANY LIMITED","新北市蘆洲區中華街91號3樓之1","3F.-1, No. 91, Zhonghua St., Luzhou Dist., New Taipei City 24763, Taiwan (R.O.C.)"
"70357039","中華北聖有限公司","NATIONAL PEI SAY CO., LTD.","臺北市內湖區內湖路1段91巷17號9樓之1","9F.-1, No. 17, Ln. 91, Sec. 1, Neihu Rd., Neihu Dist., Taipei City 11441, Taiwan (R.O.C.)"
"70357116","大穎科技儀器有限公司","Base Controls Co., Ltd.","臺北市文山區木柵路1段331之8號","No. 331-8, Sec. 1, Muzha Rd., Wenshan Dist., Taipei City 11645, Taiwan (R.O.C.)"
"70357137","合慶國際圖書有限公司","MANLING INTERNATIONAL BOOK CO., LTD.","臺南市東區裕豐街242巷7號1樓","1 F., No. 7, Ln. 242, Yufeng St., East Dist., Tainan City 701045, Taiwan (R.O.C.)"
"70357185","台灣米其林輪胎股份有限公司","MICHELIN TIRE TAIWAN CO., LTD.","新北市汐止區新台五路1段97號31樓","31 F., No. 97, Sec. 1, Xintai 5th Rd., Xizhi Dist., New Taipei City 22175, Taiwan (R.O.C.)"
"70357214","普雷恩國際興業有限公司","PULOWIN INTERNATIONAL CO., LTD.","桃園市桃園區金門四街四八號","No. 48, Jinmen 4th St., Taoyuan Dist., Taoyuan City 330049, Taiwan (R.O.C.)"
"70357220","家禾生活有限公司","CHIA HO LIVING CO., LTD.","新北市三芝區田心子18之2號","No. 18-2, Tianxinzi, Sanzhi Dist., New Taipei City 25243, Taiwan (R.O.C.)"
