"統一編號","廠商中文名稱","廠商英文名稱","中文營業地址","英文營業地址"
"60212844","合成羽毛廠","HER CHANG FEATHER FACTORY","彰化縣埔鹽鄉豐澤村埔打路25之1號","No. 25-1, Puda Rd., Puyan Township, Changhua County 51643, Taiwan (R.O.C.)"
"60212892","鍵隆機械實業有限公司","JEN LONE AGRICULTURE MACHINE COMPANY","彰化縣員林市中山里三民街69號","No. 69, Sanmin St., Zhongshan Vil., Yuanlin City, Changhua County 51041, Taiwan (R.O.C.)"
"60212963","隆昌製罐機械廠","LUNG CHANG CAN MACHINERY FACTORY","彰化縣員林市大饒里員集路２段４９２巷４４弄４號","No. 4, Aly. 44, Ln. 492, Sec. 2, Yuanji Rd., Darao Vil., Yuanlin City, Changhua County 51063, Taiwan (R.O.C.)"
"60213359","星華石材有限公司","SHIN HUA STONE CO., LTD.","臺中市烏日區溪埧里環中路八段958巷6號","No. 6, Ln. 958, Sec. 8, Huanzhong Rd., Xiju Vil., Wuri Dist., Taichung City 414023, Taiwan (R.O.C.)"
"60213864","東發造紙股份有限公司","DONG FA PAPER MFG. CO., LTD","彰化縣埔鹽鄉埔鹽村彰水路2段160號","No. 160, Sec. 2, Zhangshui Rd., Puyan Vil., Puyan Township,  Changhua County 516018, Taiwan (R.O.C.)"
"60213885","泰輪五金股份有限公司","TAI LUN HARD WARE CORP.","彰化縣員林市新生里新義街64號","No. 64, Xinyi St., Xinsheng Vil., Yuanlin City, Changhua County 510018, Taiwan (R.O.C.)"
"60214049","酉耀精密有限公司","YOU YAO PRECISION CO., LTD","臺中市北屯區水景里松竹五路二段59號10樓之3","10F.-3, No. 59, Sec. 2, Songzhu 5th Rd., Shuijing Vil., Beitun Dist., Taichung City 40644, Taiwan (R.O.C.)"
"60214673","正昇印鐵製罐股份有限公司","CHENG SHEN METALLOGRAPHICS & CANNING CORP","彰化縣花壇鄉長沙村鳥松巷11號","No. 11, Niaosong Ln., Huatan Township, Changhua County 50348, Taiwan (R.O.C.)"
"60214842","尚科生醫實業有限公司","SHANG KO BIOMED CO., LTD.","臺中市西區民龍里臺灣大道二段307號6樓之1","6F.-1, No. 307, Sec. 2, Taiwan Blvd., Minlong Vil., West Dist., Taichung City 40360, Taiwan (R.O.C.)"
"60214907","德盛克萊美得有限公司","CLIMATE GREEN-CARE CORPORATION","臺中市北區賴旺里北平路二段57號1樓","1 F., No. 57, Sec. 2, Beiping Rd., Laiwang Vil., North Dist., Taichung City 40448, Taiwan (R.O.C.)"
"60215357","吉祥磁性應用工具股份有限公司","JISIANG MAGNETIC APPLICATION TOOLS CO., LTD.","臺中市梧棲區南簡里中央路二段498之7號1樓","1 F., No. 498-7, Sec. 2, Zhongyang Rd., Nanjian Vil., Wuqi Dist., Taichung City 43544, Taiwan (R.O.C.)"
"60215510","廷源科技有限公司","TYuan TECHNOLOGY Co., Ltd.","臺中市大里區大元里國光路一段159巷12之11號","No. 12-11, Ln. 159, Sec. 1, Guoguang Rd., Dayuan Vil., Dali Dist., Taichung City 412023, Taiwan (R.O.C.)"
"60215770","鴻昱生物科技有限公司","RUBI BIOTEC CO., LTD.","臺中市南屯區公益路二段61號2樓","2 F., No. 61, Sec. 2, Gongyi Rd., Nantun Dist., Taichung City 40861, Taiwan (R.O.C.)"
"60215820","彤美先技股份有限公司","ADVANCE BIONANO CO., LTD.","臺中市北區金華里雙十路二段101號3樓之5","3 F.-5, No. 101, Sec. 2, Shuangshi Rd., Jinhua Vil., North Dist., Taichung City 404011, Taiwan (R.O.C.)"
"60215841","得安投資有限公司","DE AN MANAGEMENT CONSULTING CO.","臺中市清水區南寧里光華路134號2樓","2 F., No. 134, Guanghua Rd., Nanning Vil., Qingshui Dist., Taichung City 43655, Taiwan (R.O.C.)"
"60215878","曨生藝術事業有限公司","Lonseng art career Co., Ltd.","臺中市龍井區遠東街80巷15號","No. 15, Ln. 80, Yuandong St., Longjing Dist., Taichung City 43446, Taiwan (R.O.C.)"
"60215960","前衛複合科技有限公司","AVANT SCIENTIFIC CO., LTD.","臺中市霧峰區甲寅里自強路95巷7弄20號","No. 20, Aly. 7, Ln. 95, Ziqiang Rd., Jiayin Vil., Wufeng Dist., Taichung City 41346, Taiwan (R.O.C.)"
"60216026","松信生物科技股份有限公司","SONG-XIN BIOTECHNOLOGY CO., LTD.","新北市林口區仁愛路1段386巷10號7樓之2","7F.-2, No. 10, Ln. 386, Sec. 1, Ren’ai Rd., Linkou Dist., New Taipei City 24449, Taiwan (R.O.C.)"
"60216383","長青資訊股份有限公司","CHANG CHING TECHNOLOGY CO., LTD.","臺中市西屯區潮洋里市政北二路282號30樓","30 F., No. 282, Shizheng N. 2nd Rd., Chaoyang Vil., Xitun Dist., Taichung City 40756, Taiwan (R.O.C.)"
"60216638","伊莉莎白國際有限公司","EIS INTERNATIONAL CO., LTD.","臺中市南屯區文心路一段378號15樓之5","15 F.-5, No. 378, Sec. 1, Wenxin Rd., Nantun Dist., Taichung City 408384, Taiwan (R.O.C.)"
"60216686","萬田家庭五金製品有限公司","WT-C-Easy Co., Ltd.","臺中市龍井區忠和里海尾路22之3號1樓","1 F., No. 22-3, Haiwei Rd., Zhonghe Vil., Longjing Dist., Taichung City 43445, Taiwan (R.O.C.)"
"60217019","全聯金屬股份有限公司","CHEN LIAN METALS CO., LTD.","彰化縣鹿港鎮工業西六路五一號","No. 51, Gongye W. 6th Rd., Lukang Township, Changhua County 505004, Taiwan (R.O.C.)"
"60217432","優勝處鋰科技股份有限公司","Uwin Green Recycling CO., LTD.","臺中市南屯區同心里文心路一段186號14樓之8","14 F.-8, No. 186, Sec. 1, Wenxin Rd., Tongxin Vil., Nantun Dist., Taichung City 408350, Taiwan (R.O.C.)"
"60217756","泰瑞斯貿易有限公司","TAI RUI SI TRADE CO., LTD.","臺中市潭子區東寶里崇德路四段170巷3號","No. 3, Ln. 170, Sec. 4, Chongde Rd., Dongbao Vil., Tanzi Dist., Taichung City 427020, Taiwan (R.O.C.)"
"60217876","瑞泰銀樓","RUITAII STORE","彰化縣社頭鄉社頭村清水岩路三六八號","No. 368, Qingshuiyan Rd., Shetou Township, Changhua County 51147, Taiwan (R.O.C.)"
"60217926","富而達工具有限公司","ARTHUR TOOLS CO., LTD.","臺中市太平區光興路496巷32號1樓","1 F., No. 32, Ln. 496, Guangxing Rd., Taiping Dist., Taichung City 411008, Taiwan (R.O.C.)"
"60217968","山益工業社","SAN I INDUSTRY CO., LTD.","彰化縣永靖鄉永興村九分路４５號","No. 45, Jiufen Rd., Yongjing Township, Changhua County 51241, Taiwan (R.O.C.)"
"60218170","禾沐生活有限公司","HAVMONY LIFE CO., LTD.","臺中市西屯區朝富路30號2樓","2 F., No. 30, Chaofu Rd., Xitun Dist., Taichung City 40757, Taiwan (R.O.C.)"
"60218262","鼎燁技研有限公司","DING YE TECHNOLOGY R & D LTD.","臺南市東區自強里東門路三段31號6樓","6 F., No. 31, Sec. 3, Dongmen Rd., Ziqiang Vil., East Dist., Tainan City 70172, Taiwan (R.O.C.)"
"60218312","美佳交通工業股份有限公司","MEGA COMMUNICATION INDUSTRY CO., LTD.","彰化縣員林市三多里中山路2段556巷11號","No. 11, Ln. 556, Sec. 2, Zhongshan Rd., Sanduo Vil., Yuanlin City, Changhua County 51049, Taiwan (R.O.C.)"
"60218495","軒廣實業有限公司","XUANGUANG INDUSTRY CO., LTD","臺中市沙鹿區鹿寮里福人街49號1樓","1 F., No. 49, Furen St., Luliao Vil., Shalu Dist., Taichung City 43352, Taiwan (R.O.C.)"
"60218734","佳川立有限公司","WATERWAY ENTERPRISES CO., LTD.","臺中市西區臺灣大道二段307號24樓","24 F., No. 307, Sec. 2, Taiwan Blvd., West Dist., Taichung City 403505, Taiwan (R.O.C.)"
"60218869","中網網業有限公司","CHUNG WANG MESH CO., LTD.","臺中市中區光復里臺灣大道一段306巷35號7樓之19","7 F.-19, No. 35, Ln. 306, Sec. 1, Taiwan Blvd., Guangfu Vil., Central Dist., Taichung City 400003, Taiwan (R.O.C.)"
"60218919","佳美谷企業有限公司","KAMICO ENTERPRISE CO., LTD.","彰化縣埔心鄉新舘村新舘路99號","No. 99, Puxin Township, Changhua County 513, Taiwan (R.O.C.)"
"60219810","寅成國際有限公司","IN CHER INTERNATIONAL CO., LTD.","臺中市南區樹義里福田路158巷24號","No. 24, Ln. 158, Futian Rd., Shuyi Vil., South Dist., Taichung City 40241, Taiwan (R.O.C.)"
"60219950","山本富也國際有限公司","SHAN BEN FU YE INTERNATIONAL CO., LTD.","臺中市北區錦祥里進化路625之3號1樓","1 F., No. 625-3, Jinhua Rd., Jinxiang Vil., North Dist., Taichung City 40463, Taiwan (R.O.C.)"
"60220197","源創力股份有限公司","YIN-,CHIA-LI CO., LTD.","臺中市北區錦祥里北屯路18號15樓之4","15 F.-4, No. 18, Beitun Rd., Jinxiang Vil., North Dist., Taichung City 404013, Taiwan (R.O.C.)"
"60220318","駿燁有限公司","JUBILEE ENERGY CO., LTD.","臺中市西屯區國安一路31之1號9樓之3","9 F.-3, No. 31-1, Guo’an 1st Rd., Xitun Dist., Taichung City 407710, Taiwan (R.O.C.)"
"60220339","彤京企業有限公司","TONGJINGSUN ENTERPRISE CO., LTD.","臺中市烏日區仁德里仁德街97號1樓","1 F., No. 97, Rende St., Rende Vil., Wuri Dist., Taichung City 414002, Taiwan (R.O.C.)"
"60220350","鑫義機械工業股份有限公司","HSIN I MECHANICAL INDUSTRY CO., LTD.","彰化縣埔心鄉經口村柳橋西路59號","No. 59, Liuqiao W. Rd., Puxin Township, Changhua County 51346, Taiwan (R.O.C.)"
"60220491","宏記實業股份有限公司","FENG CHE FIBER INDUSTRIAL CO., LTD.","彰化縣社頭鄉社頭村三民路185號","No. 185, Sanmin Rd., Shetou Township, Changhua County 51141, Taiwan (R.O.C.)"
"60220513","丞利事業有限公司","MacArthur Enterprise Co., Ltd.","臺中市神岡區溪洲里溪洲路458號","No. 458, Xizhou Rd., Xizhou Vil., Shengang Dist., Taichung City 42948, Taiwan (R.O.C.)"
"60220632","斯凱宜有限公司","SKY SOLUTION CO., LTD.","臺中市大里區東興里國光路二段702之11號","No. 702-11, Sec. 2, Guoguang Rd., Dongxing Vil., Dali Dist., Taichung City 412018, Taiwan (R.O.C.)"
"60220653","偉盛國際有限公司","WEI SHENG INTERNATIONAL LIMITED","臺中市西屯區何源里漢成一街28號1樓","1 F., No. 28, Hancheng 1st St., Heyuan Vil., Xitun Dist., Taichung City 40751, Taiwan (R.O.C.)"
"60220767","明和機械股份有限公司","MIN HER MACHINE CO., LTD.","彰化縣員林市新生里新義街103號","No. 103, Xinyi St., Xinsheng Vil., Yuanlin City, Changhua County 51047, Taiwan (R.O.C.)"
"60220794","卡司創意有限公司","KATZ Artistry Co., Ltd.","臺中市西區吉龍里五權西四街110號","No. 110, Wuquan W. 4th St., Jilong Vil., West Dist., Taichung City 403025, Taiwan (R.O.C.)"
"60220817","欽成工業股份有限公司","CHING CHERN INDUSTRIAL CORP.","彰化縣溪湖鎮東寮里彰水路四段147號1樓","1 F., No. 147, Sec. 4, Zhangshui Rd., Dongliao Vil., Xihu Township, Changhua County 514004, Taiwan (R.O.C.)"
"60221323","強世網聯有限公司","SNA NET CO., LTD.","臺中市北區立人里陝西三街52號","No. 52, Shanxi 3rd St., Liren Vil., North Dist., Taichung City 40460, Taiwan (R.O.C.)"
"60221512","鑫揚實業有限公司","HSIN YANG NET MANUFACTURING CO., LTD.","桃園市龍潭區龍祥里干城路179巷5弄24號","No. 24, Aly. 5, Ln. 179, Gancheng Rd., Longxiang Vil., Longtan Dist., Taoyuan City 325001, Taiwan (R.O.C.)"
"60221695","和平園藝有限公司","HO PING GARDENING CO., LTD.","彰化縣永靖鄉港西村中山路一段551巷1號","No. 1, Ln. 551, Sec. 1, Zhongshan Rd., Yongjing Township, Changhua County 51243, Taiwan (R.O.C.)"
"60221724","堯鑫瓦業有限公司","YAO SIN ROOF TILES CO., LTD.","臺中市烏日區學田里學田路419號","No. 419, Xuetian Rd., Xuetian Vil., Wuri Dist., Taichung City 41451, Taiwan (R.O.C.)"
